country_code,party_abbreviation,party_native,partyfacts_id_matched,pf_name_short,pf_name,pf_name_english,votes,resembles_source
LU,LNB,National Bewegong,995.0,NB,National Bewegong,National Movement,82581.0,True
HR,LABOUR AND SOLIDARITY,Milan Bandic 365 - Stranka rada i solidarnosti,5452.0,BM 365,Bandić Milan 365 — Stranka rada i solidarnosti,Milan Bandic 365 — The Party of Labour and Solidarity,82473.0,True
SI,NSi,NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI,1618.0,NSi,Nova Slovenija — Krščanska ljudska stranka,New Slovenia — Christian People's Party,81794.0,True
IT,LA DESTRA,,8188.0,LD,La Destra,The Right,81676.0,True
EE,Erakond Eesti 200,Erakond Eesti 200,7340.0,E200,Erakond Eesti 200,Estonia 200,81329.0,True
SK,SF,Slobodne forum,137.0,SF,Slobodné fórum,Free Forum,79963.0,True
SI,SD,SOCIALNI DEMOKRATI - SD,1403.0,SD/ZLSD,Socialni demokrati / Združena lista socialnih demokratov,Social Democrats / United List of Social Democrats,79709.0,True
PL,PPP,,3699.0,PPP,Polska Partia Pracy,Polish Labour Party,79324.0,True
LT,UNION OF FARMERS' PARTY AND NEW DEMOCRACY PARTY,alliance,3971.0,ally,alliance,alliance,78902.0,True
HR,FOR PRIME MINISTER,,9092.0,KP,Koalicija za Premijera,Coalition for Prime Minister,75938.0,True
AT,NEIN,Nein - Burgerinitiative gegen die EU Mitgliedschaft,1678.0,Nein,Nein — Bürgerinitiative gegen die EU Mitgliedschaft,No — Citizens' Initiative against EU membership,75126.0,True
LV,LSDSP,Latvijas Socialdemokratiska Stradnieku Partija,741.0,LSDSP,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvian Social Democratic Workers' Party,74095.0,True
HR,THE ONLY OPTION,,8628.0,OOP,The Only Option Coalition,The Only Option Coalition,74028.0,True
LV,PLL,Par Labu Latviju!,393.0,PLL,Par Labu Latviju!,For a Good Latvia,73881.0,True
HR,HSLS,Hrvatska socijalno liberalna stranka,214.0,HSLS,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,72532.0,True
IT,SOCIALISTA,Partito Socialista Italiano,742.0,PSI,Partito Socialista Italiano,Italian Socialist Party,72458.0,True
BG,Revival,Revival,5862.0,V,Vazrazhdane,Revival,71592.0,True
CZ,Svobodný blok,Svobodný blok,980.0,SB,Svobodný blok,Free Bloc,71587.0,True
IT,CENTRO DEMOCRATICO,,2278.0,CD,Centro Democratico,Democratic Centre,70836.0,True
LU,GAL,Greng Lescht Ekologesch Initiativ,475.0,GLEI,Greng Lëscht Ekologesch Initiativ,Green Left Ecological Initiative,69875.0,True
LV,ATMODA,No sirds Latvijai,3193.0,NsL,No sirds Latvijai,For Latvia from the Heart,69635.0,True
LT,"PARTY ""ORDER AND JUSTICE""",Tvarka ir teisingumas - Liberalu Demokratu Partija,237.0,TT — LDP,Tvarka ir teisingumas — Liberalų Demokratų Partija,Order and Justice — Liberal Democratic Party,67817.0,True
BG,IMRO-BNP,VMRO - Bulgarsko Natsionalno Dvizhenie,2056.0,IMRO,VMRO — Bulgarsko Natsionalno Dvizhenie,IMRO — Bulgarian National Movement,66803.0,True
PT,CH,Chega,8182.0,CH,Chega,Enough,66448.0,True
BG,Vazrazhdane,Vazrazhdane,5862.0,V,Vazrazhdane,Revival,65767.0,True
SK,SME RODINA,SME RODINA,4873.0,SR,Sme Rodina — Boris Kollár,We are family — Boris Kollar,65673.0,True
PT,IL,,8640.0,IL,Iniciativa Liberal,Liberal Initiative,65545.0,True
DE,NPD,NPD,1723.0,NPD,Nationaldemokratische Partei Deutschlands,National Democratic Party,64582.7,True
HU,Megoldás Mozgalom,Megoldás Mozgalom,9128.0,MEMO,Megoldás Mozgalom,Solution Movement,64341.0,True
IS,S,Samfylkingin,1396.0,Sam,Samfylkingin,Social Democratic Alliance,63916.0,True
DK,SK,Stram Kurs,7338.0,SK,Stram Kurs,Hard Line,63114.0,True
EE,EG,Erakonna Eestimaa Rohelised,1040.0,EER,Erakonna Eestimaa Rohelised,Estonian Greens,62365.0,True
LV,"Politiskā partija ""Stabilitātei!""","Politiskā partija ""Stabilitātei!""",9080.0,S!,Stabilitātei!,For Stability!,62168.0,True
HR,HSP,Hrvatska stranka prava,253.0,HSP,Hrvatska stranka prava,Croatian Party of Rights,62003.0,True
LT,CHRISTIAN DEMOCRATIC UNION,Krikscioniu demokratu sajunga,776.0,KDS,Krikščionių demokratų sąjunga,Christian Democratic Union,61583.0,True
SK,SDL,Strana demokratickej lavice,2131.0,SDĽ,Strana demokratickej ľavice,Party of the Democratic Left (2005),61137.0,True
PT,PDR,Partido Democratico Republicano,4513.0,PDR,Partido Democrático Republicano,Republican Democratic Party,60998.0,True
CZ,PŘÍSAHA občanské hnutí,PŘÍSAHA občanské hnutí,9002.0,P,Přísaha,Oath,60503.0,True
LT,LITHUANIAN PEASANTS' PARTY,Lietuvos valstieciu partija,21.0,LVP,Lietuvos valstiečių partija,Lithuanian Peasant Party,60040.0,True
FR,Extrême Droite,Extrême Droite,452.0,exd,extrême droite,other far-right,59679.0,True
DK,FK,Faelles Kurs,1676.0,FK,Fælles Kurs,Common Course,57896.0,True
BG,C-FD,Center-svoboda i dostojnstvo,4095.0,SSD,Center-svoboda i dostojnstvo,Center-Freedom and Dignity,57611.0,True
NO,KYST,Kystpartiet,677.0,Kp,Kystpartiet,Coastal Party,57538.0,True
LV,LATVIJA PIRMAJĀ VIETĀ,LATVIJA PIRMAJĀ VIETĀ,9078.0,LPV,Latvija pirmajā vietā,Latvia First,57033.0,True
EE,Sotsiaaldemokraatlik Erakond,Sotsiaaldemokraatlik Erakond,1150.0,SDE — M,Sotsiaaldemokraatlik Erakond — Mõõdukad,Social Democratic Party — Moderates,56584.0,True
LT,Laisvės partija,Laisvės partija,8982.0,LP,Laisvės partija,Freedom Party,56379.0,True
LV,"""PROGRESĪVIE""","""PROGRESĪVIE""",6357.0,P,Progresīvie,The Progressive,56327.0,True
EE,EV,Eesti Vabaerakond,3271.0,EV,Eesti Vabaerakond,Estonian Free Party,55830.0,True
FR,AUT,other,1898.0,etc,other,other,55686.0,True
PT,L,"Livre - Liberdade, Esquerda, Europa e Ecologia",3225.0,L,"Livre — Liberdade, Esquerda, Europa e Ecologia",Livre,55660.0,True
SI,SLS-SMS,Slovenska ljudska stranka - Stranka mladih Slovenije,764.0,SLS,Slovenska ljudska stranka,Slovenian People's Party,54809.0,True
BG,ABC-MOVEMENT 21,,3200.0,M21,Movement 21,Movement 21,54412.0,True
CZ,Strana zelených,Strana zelených,1554.0,SZ,Strana zelených,Green Party,53343.0,True
CH,CSP,,1122.0,CsP,Christlich-soziale Partei,Christian Social Party,53257.0,True
SI,LEVICA,LEVICA,6131.0,L,Levica,The Left,53234.0,True
LT,LITHUANIAN PEASANT AND GREENS UNION,Lietuvos valstieciu ir zaliuju sajunga / Lietuvos valstieciu liaudininku sajunga,1490.0,LVŽS / LVLS,Lietuvos valstiečių ir žaliųjų sąjunga / Lietuvos valstiečių liaudininkų sąjunga,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,53139.0,True
NL,TROTS OP NEDERLAND LIJST RITA VERDONK,TROTS OP NEDERLAND LIJST RITA VERDONK,1656.0,TOP,Trots op Nederland,Proud of the Netherlands / List Verdonk,52937.0,True
ES,MAS PAIS,,8395.0,Pais,Más País,More Country,52478.0,True
SI,ZDRUZENA LEVICA,Zdruzena levica,4714.0,ZdLe,Združena levica,United Left,52189.0,True
ES,UNION DEL PUEBLO NAVARRO,UNION DEL PUEBLO NAVARRO,722.0,UPN,Union del Pueblo Navarro,Navarrese Peoples Union,51764.0,True
NL,Verenigde Senioren Partij,Verenigde Senioren Partij,994.0,AOV/VSP,Algemeen Ouderen Verbond / Verenigde Senioren Partij,General Senior Union / United Seniors Party,51527.0,True
IT,CIVICA POPOLARE LORENZIN,,7670.0,CP,Civica Popolare,Popular Civic List,50785.0,True
LT,LITHUANIAN FREEDOM UNION (LIBERALS),Lietuvos Laisves Sajunga (Liberalai),5456.0,LLSL,Lietuvos Laisvės Sąjunga (Liberalai),Lithuanian Freedom Union (Liberals),50629.0,True
IS,C,Viðreisn,5454.0,V,Viðreisn,Reform Party,50234.0,True
LU,PID,Partei fir Integral Demokratie,2064.0,PID,Partei fir Integral Demokratie,Party for Full Democracy,49290.0,True
BG,SDS,Sayuz na Demokratichni Sili,482.0,SDS,Sayuz na Demokratichni Sili,Union of Democratic Forces,48681.0,True
LV,SLC,Latvijas Cels,1043.0,LC,Latvijas Ceļš,Latvian Way,48432.0,True
LT,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,556.0,LLRA,Lietuvos lenkų rinkimų akcija,Election Action of Lithuania's Poles,48288.0,True
GR,ANT.AR.SY.A - ANTIKAPITALISTIKI ARISTERI SYNERGASIA GIA TIN ANATROPI,ANT.AR.SY.A - ANTIKAPITALISTIKI ARISTERI SYNERGASIA GIA TIN ANATROPI,95.0,Antarsya,Antikapitalistiki Aristeri Synergasia gia tin Anatropi,Front of the Greek Anticapitalist Left,47646.0,True
HR,HSS,Hrvatska seljacka stranka,72.0,HSS,Hrvatska seljačka stranka,Croatian Peasant Party,47448.0,True
BG,KNR,,2054.0,KR,Koalitsiya na Rozata,Coalition of the Rose,47410.0,True
NO,PP,,317.0,P,Pensjonistpartiet,Pensioners Party,47013.0,True
IS,F,Flokkur fólksins,5852.0,FlF,Flokkur fólksins,People's Party,46960.0,True
RO,FDGR,,2454.0,FDGR,Forumul Democrat al Germanilor din România,Democratic Forum of Germans of Romania,46904.0,True
IE,RENUA,Renua Ireland,4869.0,RI,Renua Ireland,Renua Ireland,46552.0,True
LV,OTHER,,1848.0,etc,other,other,45941.0,True
CY,KOP,Kinima Oikologoi Perivallontistoi,858.0,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,45901.0,True
BG,EVROROMA,,2055.0,ER,Evroroma,Euroroma,45637.0,True
HR,HDZ-DC,Hrvatska demokratska zajednica,1431.0,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,45472.0,True
LV,Attīstībai/Par!,Attīstībai/Par!,8393.0,AP!,Attīstībai/Par!,Development/For!,45452.0,True
BG,Bulgarian Summer,Bulgarian Summer,9061.0,GPBL,Balgarsko lyato,Bulgarian Summer,45336.0,True
LT,LITHUANIAN CHRISTIAN DEMOCRATIC PARTY,Lietuvos krikscioniu demokratu partija,6804.0,LKDP,Lietuvos krikščionių demokratų partija,Lithuanian Christian Democratic Party,45227.0,True
DE,Bayernpartei,Bayernpartei,61.0,BP,Bayernpartei,Bavarian Party,45068.0,True
SI,LMŠ,LISTA MARJANA ŠARCA - LMŠ,6132.0,LMS,Lista Marjana Šarca,List of Marjan Sarec,44401.0,True
LT,LITHUANIAN GREEN PARTY,Lietuvos zalioji partija,1407.0,LZP,Lietuvos žalioji partija,Lithuanian Green Party,44030.0,True
LV,"""Saskaņa"" sociāldemokrātiskā partija","""Saskaņa"" sociāldemokrātiskā partija",87.0,SDP,Sociāldemokrātiskā partija,Social Democratic Party,43943.0,True
LT,LITHUANIAN CENTRE UNION,Lietuvos centro sajunga,1185.0,LCS,Lietuvos centro sąjunga,Center Union of Lithuania,42030.0,True
HR,ZIVI ZID-PH-AM,,4867.0,ZiZi,Živi zid,Human Shield,41913.0,True
LV,LKS,Latvijas Krievu savieniba / <U+0420><U+0443><U+0441><U+0441><U+043A><U+0438><U+0439> <U+0441><U+043E><U+044E><U+0437> <U+041B><U+0430><U+0442><U+0432><U+0438><U+0438>,5657.0,LKS/RSL,Latvijas Krievu savienība / Русский союз Латвии,Latvian Russian Union,41404.0,True
BG,Republikantsi za Balgariya,Republikantsi za Balgariya,8995.0,RzB,Republikantsi za Balgariya,Republicans for Bulgaria,41261.0,True
IE,AONTU,,8642.0,A,Aontú,Aontu,40878.0,True
SI,POVEŽIMO,"POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)",9068.0,K,Konkretno,Concretely,40612.0,True
SK,99PERCENT,99% - obciansky hlas,629.0,99%,99% — občiansky hlas,99 Percent — Civic Voice,40488.0,True
FR,EXD,,452.0,exd,extrême droite,other far-right,40082.0,True
LT,"POLITICAL PARTY ""FRONTAS""",Fronto partija / Socialistinis liaudies frontas,1250.0,F/SLF,Fronto partija / Socialistinis liaudies frontas,Front Party / Socialist People's Front,40016.0,True
CY,EURO.KO,Evropaiko Komma,1817.0,EK,Evropaiko Komma,European Party,39907.0,True
NL,Nieuw Sociaal Contract (NSC),Nieuw Sociaal Contract (NSC),9348.0,NSC,Nieuw Sociaal Contract,New Social Contract,39307.0,True
BG,MOVEMENT 21,,3200.0,M21,Movement 21,Movement 21,39221.0,True
HR,ORAH,Odrzivi razvoj Hrvatske,3201.0,ORaH,Održivi razvoj Hrvatske,Sustainable Development of Croatia,38218.0,True
BG,REVIVAL,,5862.0,V,Vazrazhdane,Revival,37896.0,True
IT,POUR VALLEE D'AOSTE,,6242.0,VdA,Vallée d’Aoste,Aosta Valley,37431.0,True
LT,LITHUANIAN SOCIAL DEMOCRATIC LABOUR PARTY,,102.0,DP,Darbo Partija,Labour Party,37197.0,True
GR,ENOSI KENTROON,ENOSI KENTROON,2510.0,EK,Enosi Kentroon,Union of Centrists,36757.0,True
IS,M,Miðflokkurinn,7565.0,CP,Miðflokkurinn,Centre Party,36578.0,True
PT,PCTP/MRPP,PCTP/MRPP,857.0,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,36354.0,True
NO,R,Rodt,3698.0,DT,Rødt,Red Party,36219.0,True
EE,ISAMAALIIT,Isamaaliit,779.0,I,Isamaaliit,Pro Patria Union,35384.0,True
GR,OIKOLOGOI PRASINOI - PRASINI ENOTITA,OIKOLOGOI PRASINOI - PRASINI ENOTITA,378.0,OP,Oikologoi Prasinoi,Ecologist Greens,35201.0,True
FI,SEP (1999),Suomen Elakelaisten Puolue,1573.0,SEP,Suomen Eläkeläisten Puolue,Finnish Pensioners’ Party,34930.0,True
CH,SOL,,8653.0,S,SolidaritéS,Solidarity,34479.0,True
IT,PARTITO SARDO D'AZIONE-SARDIGNA NATZIONE,,877.0,PSA,Partito Sardo d'Azione,Sardinian Action Party,34302.0,True
SI,Resni.ca,Državljansko gibanje Resni.ca,9069.0,Res,Resni.ca,Resni.ca,34107.0,True
NO,Demokratene i Norge,Demokratene i Norge,9012.0,D,Demokratene,Democrats,34068.0,True
IT,ITALIA EUROPA INSIEME,,7671.0,IEI,Insieme,Together,33935.0,True
LV,"Politiskā partija ""KATRAM UN KATRAI""","Politiskā partija ""KATRAM UN KATRAI""",9076.0,KuK,Katram un katrai,For Each and Every One,33578.0,True
IT,ALTERNATIVA SOCIALE MUSSOLINI,,327.0,ASM,Alternativa Sociale Mussolini,Social Alternative Mussolini,33460.0,True
LV,"""Latvijas Krievu savienība""","""Latvijas Krievu savienība""",5657.0,LKS/RSL,Latvijas Krievu savienība / Русский союз Латвии,Latvian Russian Union,33203.0,True
SK,ZZDS,,1181.0,ZZ-DS,"Zmena zdola, Demokratická únia Slovenska","Change from the Bottom, Democratic Union of Slovakia",33155.0,True
LT,Lietuvos liaudies partija,Lietuvos liaudies partija,8256.0,LLP,Lietuvos liaudies partija,Lithuanian People's Party,32813.0,True
SK,ANO,Aliancia Noveho Obcana,217.0,ANO,Aliancia Nového Občana,Alliance of the New Citizen,32775.0,True
RO,PARTIDUL ROMÂNIA MARE,PARTIDUL ROMÂNIA MARE,1305.0,PRM,Partidul România Mare,Greater Romania Party,32655.0,True
DK,Q,"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",9481.0,Q,Frie Grønne – Danmarks nye venstrefløjsparti,Independent Greens – Denmark's New Left-Wing Party,31787.0,True
ES,PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU,PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU,6027.0,PDeCAT,Partit Demòcrata Europeu Català,Catalan European Democratic Party,31687.0,True
SK,SSS NM,,711.0,SSS,Strana Slobodné Slovo — Nory Mojsejovej,Free Word Party of Nora Mojsejová,31159.0,True
SI,SAB,STRANKA ALENKE BRATUŠEK,3114.0,ZaAB / SAB,Zavezništvo Alenke Bratušek / Stranka Alenke Bratušek,Alliance of Alenka Bratusek / Party of Alenka Bratušek,31117.0,True
SI,PIRATE,Piratska stranka Slovenije,3099.0,PSS,Piratska stranka Slovenije,Slovenian Pirate Party,30919.0,True
IE,PBP,,242.0,PBPA,People Before Profit Alliance,People Before Profit Alliance,30884.0,True
CY,ED,Enomeni Dimokrates,321.0,ED,Enomeni Dimokrates,United Democrats,30825.0,True
NL,De Groenen,De Groenen,1533.0,Groen,De Groenen,The Greens,30606.0,True
CZ,PRISAHA - obcanske hnuti Roberta Slachty,PRISAHA - obcanske hnuti Roberta Slachty,1796.0,OH,Obcanské hnuti,Civic Movement,30147.0,True
